type,original-index,augmentation-index,gaussian_noise,blur,rotation_angle,zoom,flip_image
Unripe,087,6,12,1,2.1288160552864994,7,both
Unripe,087,7,10,0,2.2229551388229964,6,both
Unripe,087,8,7,1,-6.091226463748221,4,both
Unripe,087,9,38,1,-15.131279253164319,3,vertical
Unripe,088,0,0,1,21.398930642137273,7,horizontal
Unripe,088,1,2,1,6.426012229263463,8,both
Unripe,088,2,20,0,6.5273334139726416,2,vertical
Unripe,088,3,47,0,-19.14246877821912,14,vertical
Unripe,088,4,40,1,-22.07649781185679,16,both
Unripe,088,5,46,1,-0.9123552943019924,19,horizontal
Unripe,088,6,2,0,23.34090246753776,17,vertical
Unripe,088,7,36,0,29.23337678183686,18,vertical
Unripe,088,8,8,0,-5.977775708841897,3,both
Unripe,088,9,17,0,5.581249402725732,1,horizontal
Unripe,089,0,27,1,-6.16549900837121,17,vertical
Unripe,089,1,13,1,24.667922840902804,3,both
Unripe,089,2,23,1,15.42968601095204,17,vertical
Unripe,089,3,19,1,-28.854875566642587,13,vertical
Unripe,089,4,25,1,-22.81746887017681,9,both
Unripe,089,5,2,0,-8.095540771708588,9,both
Unripe,089,6,48,0,-12.554408595937034,5,horizontal
Unripe,089,7,9,0,-11.33542966007818,3,vertical
Unripe,089,8,34,0,-12.290478108299283,15,vertical
Unripe,089,9,12,0,-0.30693472681387846,19,horizontal
Unripe,090,0,42,1,-19.81784227448709,15,horizontal
Unripe,090,1,45,1,-20.69024327317098,17,horizontal
Unripe,090,2,19,1,-3.579926119284547,4,vertical
Unripe,090,3,27,1,-4.588451655364949,4,both
Unripe,090,4,33,0,-25.25679377365714,2,horizontal
Unripe,090,5,44,1,2.2677687341738704,9,horizontal
Unripe,090,6,22,1,-2.759340501745914,20,horizontal
Unripe,090,7,49,0,-27.572014299569876,20,horizontal
Unripe,090,8,34,1,29.935076470393874,5,horizontal
Unripe,090,9,1,1,-29.978738836183215,5,vertical
Unripe,091,0,24,0,-0.9366399482879189,16,both
Unripe,091,1,33,1,-5.663558280238632,20,horizontal
Unripe,091,2,33,1,-21.956640356399845,14,vertical
Unripe,091,3,42,1,-27.222109679862584,12,horizontal
Unripe,091,4,29,0,20.749242517626577,4,horizontal
Unripe,091,5,30,1,7.437530000171968,5,vertical
Unripe,091,6,9,1,1.404459666978859,18,both
Unripe,091,7,10,1,-4.454570777263129,16,horizontal
Unripe,091,8,46,0,-7.720017912024712,11,both
Unripe,091,9,14,1,-26.139773678291437,16,both
Unripe,092,0,10,0,19.97820933815509,0,both
Unripe,092,1,24,1,24.5018421135404,6,vertical
Unripe,092,2,21,0,1.989105598956911,10,vertical
Unripe,092,3,4,0,-6.476693237068449,12,vertical
Unripe,092,4,5,1,4.053438667572188,0,horizontal
Unripe,092,5,7,1,21.727433638853803,11,horizontal
Unripe,092,6,40,0,-7.861058606272987,16,vertical
Unripe,092,7,19,0,12.824812631134947,9,horizontal
Unripe,092,8,46,0,19.80910196177991,19,both
Unripe,092,9,1,0,15.127123649872779,5,horizontal
Unripe,093,0,10,1,-12.933082424056561,10,both
Unripe,093,1,22,0,-4.753317511956631,20,horizontal
Unripe,093,2,1,1,15.394715799244949,15,horizontal
Unripe,093,3,4,1,2.675643616323427,0,horizontal
Unripe,093,4,16,0,-11.427214464949433,5,both
Unripe,093,5,30,1,10.793179021575945,16,horizontal
Unripe,093,6,43,0,24.478448667909092,10,horizontal
Unripe,093,7,26,1,-10.001085717302693,10,horizontal
Unripe,093,8,6,1,18.079527750937253,3,horizontal
Unripe,093,9,30,1,-6.487837538057718,0,vertical
Unripe,094,0,33,0,15.366372519104452,14,both
Unripe,094,1,10,0,-2.650226556938044,1,vertical
Unripe,094,2,6,0,-1.371966502392933,5,horizontal
Unripe,094,3,12,1,26.048329955766732,19,both
Unripe,094,4,22,1,-7.914847796486196,19,vertical
Unripe,094,5,33,1,0.4059472443636096,16,horizontal
Unripe,094,6,23,1,20.319451717246018,12,vertical
Unripe,094,7,33,1,-24.90350178409254,18,both
Unripe,094,8,39,1,7.0731635892668265,13,both
Unripe,094,9,18,1,23.761763072763635,18,vertical
Unripe,095,0,8,0,-19.181163535814,16,horizontal
Unripe,095,1,13,0,-28.57003265488421,2,horizontal
Unripe,095,2,17,0,24.13515354636683,11,horizontal
Unripe,095,3,42,0,-12.975211156365162,15,both
Unripe,095,4,34,0,-21.37022346831421,15,vertical
Unripe,095,5,27,1,-23.84441249544276,17,both
Unripe,095,6,2,1,9.27334935453316,11,vertical
Unripe,095,7,30,0,-2.4241970412646694,17,vertical
Unripe,095,8,33,0,11.878515672830936,5,vertical
Unripe,095,9,35,0,-24.160060832473597,13,vertical
Unripe,096,0,30,1,-27.618618258721476,13,horizontal
Unripe,096,1,32,1,7.634238777609276,13,vertical
Unripe,096,2,44,0,-6.685275667222321,19,vertical
Unripe,096,3,8,1,7.109784152854168,3,horizontal
Unripe,096,4,4,0,25.330891906290667,4,both
Unripe,096,5,40,0,0.7855748582605813,4,horizontal
Unripe,096,6,26,1,29.554518838654914,1,horizontal
Unripe,096,7,34,0,24.080933285999173,5,vertical
Unripe,096,8,32,0,-18.640384660629103,19,horizontal
Unripe,096,9,20,0,-4.822781830041443,9,horizontal
Unripe,097,0,2,1,1.297832986652633,3,both
Unripe,097,1,9,0,15.65468178720812,0,both
Unripe,097,2,2,1,-15.12278678500023,11,horizontal
Unripe,097,3,18,1,-4.01203905071937,16,both
Unripe,097,4,5,1,10.55151751712058,12,both
Unripe,097,5,21,1,15.9255536325755,10,both
Unripe,097,6,13,1,17.301159740828446,0,horizontal
Unripe,097,7,44,0,15.317438334480713,7,both
Unripe,097,8,40,1,-11.544490404897058,3,vertical
Unripe,097,9,45,1,-27.353505562271817,20,both
Unripe,098,0,2,0,-8.996164664275092,16,horizontal
Unripe,098,1,9,1,-11.138384699116742,4,both
Unripe,098,2,6,1,3.34108500694407,1,vertical
Unripe,098,3,14,0,11.536811541212714,18,both
Unripe,098,4,13,0,-7.490495305711406,5,both
Unripe,098,5,26,0,-15.709778947821647,14,vertical
Unripe,098,6,9,0,2.487960213213242,0,horizontal
Unripe,098,7,38,1,-20.241429311300738,4,horizontal
Unripe,098,8,48,1,11.971889483144437,18,both
Unripe,098,9,7,1,4.215414046497926,15,horizontal
Unripe,099,0,16,0,-25.320673715008226,17,horizontal
Unripe,099,1,28,1,-19.782744793490906,8,horizontal
Unripe,099,2,35,1,-22.445218005482644,11,both
Unripe,099,3,17,1,-8.540306333677176,3,both
Unripe,099,4,32,0,-3.048376317356233,19,both
Unripe,099,5,45,0,-0.38214660066980954,3,both
Unripe,099,6,30,1,10.018038495360422,9,horizontal
Unripe,099,7,38,0,23.433669287070636,16,horizontal
Unripe,099,8,42,1,-24.195928821288835,3,both
Unripe,099,9,35,0,-13.85733758532712,9,vertical
Unripe,100,0,2,1,2.503468721887664,12,horizontal
Unripe,100,1,46,0,24.007855761128823,13,horizontal
Unripe,100,2,0,1,3.857224093812924,17,both
Unripe,100,3,37,0,13.388159418581452,11,both
Unripe,100,4,24,0,-29.948034788502223,10,both
Unripe,100,5,22,0,15.721410245155795,19,horizontal
Unripe,100,6,24,0,-16.501740106307775,20,both
Unripe,100,7,19,1,-21.9424347108558,3,both
Unripe,100,8,47,1,24.316894453488842,14,both
Unripe,100,9,46,0,22.900341364002543,17,horizontal
Unripe,101,0,43,0,-7.955204426220959,3,horizontal
Unripe,101,1,20,1,-14.669140219572057,10,vertical
Unripe,101,2,11,0,5.855706095309877,3,vertical
Unripe,101,3,18,0,16.621537331732107,17,horizontal
Unripe,101,4,31,0,25.83790215484779,8,horizontal
Unripe,101,5,19,0,-13.123538793851548,9,horizontal
Unripe,101,6,34,0,-11.719718918686436,18,vertical
Unripe,101,7,50,1,-22.125076307254982,16,vertical
Unripe,101,8,15,1,21.024782407076493,20,vertical
Unripe,101,9,34,0,-1.819893424787704,3,vertical
Unripe,102,0,43,1,-10.169467577561988,4,horizontal
Unripe,102,1,27,0,-3.5361998408896262,14,both
Unripe,102,2,30,1,5.3495438828349435,14,horizontal
Unripe,102,3,41,1,-21.04523466212743,20,both
Unripe,102,4,46,0,3.4242894715996073,8,vertical
Unripe,102,5,11,0,-2.7199453402990024,18,both
Unripe,102,6,5,1,21.33690620191043,9,vertical
Unripe,102,7,28,1,-9.914418657767527,17,both
Unripe,102,8,16,1,-1.6202725157396642,11,horizontal
Unripe,102,9,47,0,15.212777018343772,4,both
Unripe,103,0,41,0,17.98423167152417,20,horizontal
Unripe,103,1,26,1,-9.182891420453434,9,both
Unripe,103,2,11,0,6.24523047716513,2,vertical
Unripe,103,3,18,0,10.135336141984034,7,both
Unripe,103,4,43,1,-13.685991662116361,11,horizontal
Unripe,103,5,43,0,16.122330725773267,8,horizontal
Unripe,103,6,47,0,22.54820643468728,16,both
Unripe,103,7,23,0,21.517342476961787,5,vertical
Unripe,103,8,26,0,20.418297601077313,13,horizontal
Unripe,103,9,38,1,5.647441519628444,2,vertical
Unripe,104,0,3,0,-0.43659112014842094,16,horizontal
Unripe,104,1,41,0,1.0415073351185349,9,both
Unripe,104,2,30,0,-26.07539379129995,2,both
Unripe,104,3,42,1,19.061708579284932,1,horizontal
Unripe,104,4,10,0,15.682256556563182,5,vertical
Unripe,104,5,11,0,-6.6942365018266905,15,vertical
Unripe,104,6,7,0,17.924033616438912,1,horizontal
Unripe,104,7,19,1,25.466563730302084,20,horizontal
Unripe,104,8,22,1,18.845395489328467,3,horizontal
Unripe,104,9,40,0,-10.025767384669457,20,vertical
